Timestamp,Nifty_LTP,Expiry_Used,Strike,Premium,OI_Chg,Status,Reason
2025-12-15 10:25:00,26061.7,16Dec25,N/A,0,163385.0,SCAN,No Short Covering
2025-12-15 10:35:00,26039.0,16Dec25,N/A,0,-163489.0,SCAN,No Trend
2025-12-15 10:40:00,26052.6,16Dec25,N/A,0,162897.0,SCAN,No Short Covering
2025-12-15 10:55:00,26064.7,16Dec25,N/A,0,162415.0,SCAN,No Short Covering
2025-12-15 11:05:00,26055.1,16Dec25,N/A,0,-162453.0,SCAN,No Trend
2025-12-15 11:10:00,26061.4,16Dec25,N/A,0,162123.0,SCAN,No Short Covering
2025-12-15 11:15:00,26057.3,16Dec25,N/A,0,-69.0,SCAN,Waiting
2025-12-15 11:20:00,26058.0,16Dec25,N/A,0,-162302.0,SCAN,Waiting
2025-12-15 11:25:00,26075.0,16Dec25,N/A,0,161753.0,SCAN,No Short Covering
2025-12-15 11:30:00,26047.0,16Dec25,N/A,0,-208.0,SCAN,No Trend
2025-12-15 11:35:00,26049.3,16Dec25,N/A,0,-161603.0,SCAN,No Trend
2025-12-15 11:40:00,26047.2,16Dec25,N/A,0,161716.0,SCAN,No Short Covering
2025-12-15 11:50:00,26099.9,16Dec25,N/A,0,161043.0,SCAN,No Short Covering
2025-12-15 12:05:00,26106.1,16Dec25,N/A,0,160709.0,SCAN,No Short Covering
2025-12-15 12:10:00,26110.0,16Dec25,N/A,0,411.0,SCAN,No Short Covering
2025-12-15 12:15:00,26100.0,16Dec25,N/A,0,-160680.0,SCAN,Waiting
2025-12-15 12:20:00,26106.6,16Dec25,N/A,0,161105.0,SCAN,No Short Covering
2025-12-15 12:25:00,26102.8,16Dec25,N/A,0,8.0,SCAN,No Short Covering
2025-12-15 12:35:00,26105.0,16Dec25,N/A,0,160809.0,SCAN,No Short Covering
2025-12-15 12:40:00,26097.0,16Dec25,N/A,0,27.0,SCAN,No Short Covering
2025-12-15 12:45:00,26100.0,16Dec25,N/A,0,-160840.0,SCAN,Waiting
2025-12-15 12:50:00,26102.0,16Dec25,N/A,0,160774.0,SCAN,No Short Covering
2025-12-15 13:05:00,26116.6,16Dec25,N/A,0,160834.0,SCAN,No Short Covering
2025-12-15 13:10:00,26125.2,16Dec25,N/A,0,5.0,SCAN,No Short Covering
2025-12-15 13:15:00,26110.0,16Dec25,N/A,0,-160802.0,SCAN,Waiting
2025-12-15 13:20:00,26117.0,16Dec25,N/A,0,160896.0,SCAN,No Short Covering
2025-12-15 13:25:00,26105.0,16Dec25,N/A,0,50.0,SCAN,No Short Covering
2025-12-15 13:35:00,26115.9,16Dec25,N/A,0,160968.0,SCAN,No Short Covering
2025-12-15 13:40:00,26105.0,16Dec25,N/A,0,224.0,SCAN,No Short Covering
2025-12-15 13:50:00,26120.5,16Dec25,N/A,0,161280.0,SCAN,No Short Covering
2025-12-15 13:55:00,26105.0,16Dec25,N/A,0,-116.0,SCAN,No Trend
2025-12-15 14:05:00,26094.0,16Dec25,N/A,0,161189.0,SCAN,No Short Covering
2025-12-15 14:10:00,26099.0,16Dec25,N/A,0,-164.0,SCAN,No Trend
2025-12-15 14:15:00,26102.1,16Dec25,N/A,0,-161153.0,SCAN,No Trend
2025-12-15 14:20:00,26100.4,16Dec25,N/A,0,161031.0,SCAN,No Short Covering
2025-12-15 14:25:00,26107.4,16Dec25,N/A,0,85.0,SCAN,No Short Covering
2025-12-15 14:30:00,26104.0,16Dec25,N/A,0,-161193.0,SCAN,No Trend
2025-12-15 14:35:00,26098.0,16Dec25,N/A,0,160589.0,SCAN,No Short Covering
2025-12-15 14:40:00,26124.0,16Dec25,N/A,0,54.0,SCAN,No Short Covering
2025-12-15 14:50:00,26119.9,16Dec25,N/A,0,160467.0,SCAN,No Short Covering
2025-12-15 15:00:00,26107.0,16Dec25,N/A,0,160440.0,SCAN,No Short Covering
2025-12-15 15:10:00,26111.1,16Dec25,N/A,0,-160399.0,SCAN,Waiting
2025-12-15 15:15:00,26109.0,16Dec25,N/A,0,160326.0,SCAN,No Short Covering
2025-12-15 15:25:00,26103.3,16Dec25,N/A,0,-160351.0,SCAN,No Trend
2025-12-16 09:15:00,26022.1,16Dec25,N/A,0,316372.0,SCAN,No Short Covering
2025-12-16 09:20:00,26010.0,16Dec25,N/A,0,-317759.0,SCAN,No Trend
2025-12-16 09:25:00,26006.1,16Dec25,N/A,0,158713.0,SCAN,No Short Covering
2025-12-16 09:30:00,26008.8,16Dec25,N/A,0,999.0,SCAN,No Short Covering
2025-12-16 09:35:00,26007.0,16Dec25,N/A,0,-159077.0,SCAN,No Trend
2025-12-16 09:40:00,26013.7,16Dec25,N/A,0,159575.0,SCAN,No Short Covering
2025-12-16 09:45:00,26022.2,16Dec25,N/A,0,351.0,SCAN,No Short Covering
2025-12-16 09:50:00,26024.3,16Dec25,N/A,0,-159625.0,SCAN,No Trend
2025-12-16 09:55:00,25988.0,16Dec25,N/A,0,159563.0,SCAN,No Short Covering
2025-12-16 10:00:00,25973.4,16Dec25,N/A,0,80.0,SCAN,No Short Covering
2025-12-16 10:05:00,25975.8,16Dec25,N/A,0,-159400.0,SCAN,No Trend
2025-12-16 10:10:00,25976.0,16Dec25,N/A,0,160109.0,SCAN,No Short Covering
2025-12-16 10:15:00,25995.0,16Dec25,N/A,0,1024.0,SCAN,No Short Covering
2025-12-16 10:20:00,25994.3,16Dec25,N/A,0,-160468.0,SCAN,No Trend
2025-12-16 10:25:00,25995.0,16Dec25,N/A,0,160481.0,SCAN,No Short Covering
2025-12-16 10:30:00,25995.7,16Dec25,N/A,0,-51.0,SCAN,No Trend
2025-12-16 10:35:00,25988.5,16Dec25,N/A,0,-160557.0,SCAN,No Trend
2025-12-16 10:40:00,25989.7,16Dec25,N/A,0,160491.0,SCAN,No Short Covering
2025-12-16 10:45:00,25980.9,16Dec25,N/A,0,6.0,SCAN,No Short Covering
2025-12-16 10:50:00,25988.0,16Dec25,N/A,0,-160456.0,SCAN,No Trend
2025-12-16 10:55:00,25984.0,16Dec25,N/A,0,160922.0,SCAN,No Short Covering
2025-12-16 11:00:00,25982.1,16Dec25,N/A,0,189.0,SCAN,No Short Covering
2025-12-16 11:05:00,25986.0,16Dec25,N/A,0,-160776.0,SCAN,No Trend
2025-12-16 11:10:00,25982.0,16Dec25,N/A,0,160851.0,SCAN,No Short Covering
2025-12-16 11:15:00,25985.0,16Dec25,N/A,0,61.0,SCAN,No Short Covering
2025-12-16 11:20:00,25980.4,16Dec25,N/A,0,-160837.0,SCAN,No Trend
2025-12-16 11:25:00,25985.1,16Dec25,N/A,0,160940.0,SCAN,No Short Covering
2025-12-16 11:30:00,25969.7,16Dec25,N/A,0,34.0,SCAN,No Short Covering
2025-12-16 11:35:00,25961.8,16Dec25,N/A,0,-160593.0,SCAN,No Trend
2025-12-16 11:40:00,25955.3,16Dec25,N/A,0,161413.0,SCAN,No Short Covering
2025-12-16 11:45:00,25962.0,16Dec25,N/A,0,-161255.0,SCAN,No Trend
2025-12-16 11:50:00,25970.4,16Dec25,N/A,0,161431.0,SCAN,No Short Covering
2025-12-16 11:55:00,25959.0,16Dec25,N/A,0,-161488.0,SCAN,No Trend
2025-12-16 12:00:00,25958.0,16Dec25,N/A,0,-166.0,SCAN,No Trend
2025-12-16 12:05:00,25968.0,16Dec25,N/A,0,160364.0,SCAN,No Short Covering
2025-12-16 12:10:00,25969.0,16Dec25,N/A,0,-382.0,SCAN,No Trend
2025-12-16 12:15:00,25978.8,16Dec25,N/A,0,-160592.0,SCAN,No Trend
2025-12-16 12:20:00,25974.2,16Dec25,N/A,0,160651.0,SCAN,No Short Covering
2025-12-16 12:25:00,25985.2,16Dec25,N/A,0,-31.0,SCAN,No Trend
