Timestamp,Fut_Price,VWAP,Vol,Avg_Vol,Trend,Strike,Opt_Symbol,Opt_LTP,Current_OI,3min_OI_Drop%,Spread,Signal,PnL,Balance
14:33:08,26019.9,26024.91,750,9821,BEARISH,26000,NIFTY25D2326000PE,92.95,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:10,26019.9,26024.91,750,9821,BEARISH,26000,NIFTY25D2326000PE,93.1,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:13,26019.9,26024.91,750,9821,BEARISH,26000,NIFTY25D2326000PE,92.55,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:16,26019.9,26024.91,750,9821,BEARISH,26000,NIFTY25D2326000PE,92.65,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:19,26018.9,26024.91,900,9828,BEARISH,26000,NIFTY25D2326000PE,92.7,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:22,26018.9,26024.91,1050,9836,BEARISH,26000,NIFTY25D2326000PE,92.85,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:24,26018.9,26024.91,1050,9836,BEARISH,26000,NIFTY25D2326000PE,93.6,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:27,26018.9,26024.9,1200,9843,BEARISH,26000,NIFTY25D2326000PE,93.4,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:30,26017.9,26024.89,1425,9855,BEARISH,26000,NIFTY25D2326000PE,93.55,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:33,26017.9,26024.89,1425,9855,BEARISH,26000,NIFTY25D2326000PE,94.2,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:35,26017.9,26024.89,1650,9866,BEARISH,26000,NIFTY25D2326000PE,93.9,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:38,26016.9,26024.88,1950,9881,BEARISH,26000,NIFTY25D2326000PE,93.75,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:41,26016.9,26024.88,1950,9881,BEARISH,26000,NIFTY25D2326000PE,93.8,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:44,26016.1,26024.84,3525,9960,BEARISH,26000,NIFTY25D2326000PE,93.2,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:48,26016.0,26024.82,4125,9990,BEARISH,26000,NIFTY25D2326000PE,92.6,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:51,26018.2,26024.81,5100,10038,BEARISH,26000,NIFTY25D2326000PE,92.5,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:54,26019.9,26024.82,5175,10042,BEARISH,26000,NIFTY25D2326000PE,92.9,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:33:57,26019.9,26024.82,5175,10042,BEARISH,26000,NIFTY25D2326000PE,92.9,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:00,26019.9,26024.82,5175,10042,BEARISH,26000,NIFTY25D2326000PE,93.05,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:03,26015.9,26025.1,1500,9993,BEARISH,26000,NIFTY25D2326000PE,92.65,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:06,26015.9,26025.1,1575,9997,BEARISH,26000,NIFTY25D2326000PE,93.0,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:09,26015.9,26025.1,1575,9997,BEARISH,26000,NIFTY25D2326000PE,92.85,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:11,26015.9,26025.1,1575,9997,BEARISH,26000,NIFTY25D2326000PE,93.05,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:14,26017.0,26025.1,1650,10001,BEARISH,26000,NIFTY25D2326000PE,92.95,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:17,26017.0,26025.1,1650,10001,BEARISH,26000,NIFTY25D2326000PE,92.9,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:20,26017.0,26025.1,1875,10012,BEARISH,26000,NIFTY25D2326000PE,92.95,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:23,26015.9,26025.09,1875,10012,BEARISH,26000,NIFTY25D2326000PE,92.65,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:26,26015.9,26025.08,2250,10031,BEARISH,26000,NIFTY25D2326000PE,92.75,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:28,26015.9,26025.08,2325,10035,BEARISH,26000,NIFTY25D2326000PE,93.25,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:31,26015.9,26025.08,2325,10035,BEARISH,26000,NIFTY25D2326000PE,93.0,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:34,26019.2,26025.08,2475,10042,BEARISH,26000,NIFTY25D2326000PE,93.0,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:37,26019.9,26025.08,2625,10050,BEARISH,26000,NIFTY25D2326000PE,93.5,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:39,26019.9,26025.08,2625,10050,BEARISH,26000,NIFTY25D2326000PE,93.45,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:42,26019.1,26025.08,2700,10053,BEARISH,26000,NIFTY25D2326000PE,93.45,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:45,26019.1,26025.08,2700,10053,BEARISH,26000,NIFTY25D2326000PE,93.5,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:48,26016.0,26025.07,2700,10053,BEARISH,26000,NIFTY25D2326000PE,93.05,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:51,26019.1,26025.07,2850,10061,BEARISH,26000,NIFTY25D2326000PE,92.85,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:53,26019.1,26025.07,2850,10061,BEARISH,26000,NIFTY25D2326000PE,93.25,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:56,26019.1,26025.07,2850,10061,BEARISH,26000,NIFTY25D2326000PE,93.3,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:34:59,26019.1,26025.07,2850,10061,BEARISH,26000,NIFTY25D2326000PE,93.25,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:02,26012.6,26024.83,5925,10140,BEARISH,26000,NIFTY25D2326000PE,93.7,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:05,26012.6,26025.04,5925,10140,BEARISH,26000,NIFTY25D2326000PE,93.55,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:08,26013.0,26025.04,6075,10147,BEARISH,26000,NIFTY25D2326000PE,93.75,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:11,26013.0,26025.04,6075,10147,BEARISH,26000,NIFTY25D2326000PE,93.15,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:14,26013.0,26025.04,6075,10147,BEARISH,26000,NIFTY25D2326000PE,93.0,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:16,26013.0,26025.04,6075,10147,BEARISH,26000,NIFTY25D2326000PE,93.4,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:19,26013.0,26025.04,6075,10147,BEARISH,26000,NIFTY25D2326000PE,93.45,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:22,26015.0,26025.05,6150,10151,BEARISH,26000,NIFTY25D2326000PE,92.75,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:25,26013.7,26025.03,6450,10166,BEARISH,26000,NIFTY25D2326000PE,92.8,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:28,26018.0,26025.06,6525,10170,BEARISH,26000,NIFTY25D2326000PE,93.05,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:31,26013.5,26025.02,6675,10177,BEARISH,26000,NIFTY25D2326000PE,92.8,219589.0,0.0,0.0,WAIT,0.0,10000.0
14:35:34,26018.0,26025.06,6750,10181,BEARISH,26000,NIFTY25D2326000PE,92.75,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:35:36,26018.0,26025.06,6750,10181,BEARISH,26000,NIFTY25D2326000PE,92.75,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:35:39,26018.0,26025.06,6750,10181,BEARISH,26000,NIFTY25D2326000PE,92.65,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:35:42,26019.1,26025.06,6900,10188,BEARISH,26000,NIFTY25D2326000PE,92.1,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:35:45,26019.1,26025.04,7650,10226,BEARISH,26000,NIFTY25D2326000PE,92.25,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:35:48,26019.1,26025.04,7650,10226,BEARISH,26000,NIFTY25D2326000PE,92.3,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:35:51,26019.1,26025.04,7650,10226,BEARISH,26000,NIFTY25D2326000PE,92.35,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:35:54,26019.1,26025.04,7650,10226,BEARISH,26000,NIFTY25D2326000PE,92.2,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:35:57,26019.1,26025.04,7650,10226,BEARISH,26000,NIFTY25D2326000PE,92.45,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:35:59,26019.1,26025.04,7650,10226,BEARISH,26000,NIFTY25D2326000PE,92.65,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:36:02,26020.0,26024.99,1800,10151,BEARISH,26000,NIFTY25D2326000PE,92.05,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:36:05,26020.0,26025.06,1800,10151,BEARISH,26000,NIFTY25D2326000PE,93.1,221121.0,0.0,0.0,WAIT,0.0,10000.0
14:36:08,26020.0,26025.06,1800,10151,BEARISH,26000,NIFTY25D2326000PE,92.75,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:12,26014.5,26025.03,2250,10173,BEARISH,26000,NIFTY25D2326000PE,93.0,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:15,26014.5,26025.03,2400,10181,BEARISH,26000,NIFTY25D2326000PE,93.4,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:17,26019.1,26025.04,2400,10181,BEARISH,26000,NIFTY25D2326000PE,93.2,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:20,26013.5,26024.99,3300,10226,BEARISH,26000,NIFTY25D2326000PE,93.0,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:22,26013.5,26024.98,3450,10233,BEARISH,26000,NIFTY25D2326000PE,93.35,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:24,26013.5,26024.98,3450,10233,BEARISH,26000,NIFTY25D2326000PE,93.1,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:27,26019.1,26025.01,3450,10233,BEARISH,26000,NIFTY25D2326000PE,93.05,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:29,26016.0,26024.97,4200,10271,BEARISH,26000,NIFTY25D2326000PE,93.25,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:31,26016.0,26024.97,4200,10271,BEARISH,26000,NIFTY25D2326000PE,93.2,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:34,26016.0,26024.97,4275,10275,BEARISH,26000,NIFTY25D2326000PE,93.0,221121.0,0.7,0.0,WAIT,0.0,10000.0
