Timestamp,Spot,RSI,RSI_Ready,VWAP,ATM_Strike,PCR,CE_Price,PE_Price,CE_OI,PE_OI,CE_Delta,PE_Delta,Status,PnL,Reason
09:22:03,25888.6,50,False,0.0,25900,0.68,141.55,103.9,16040,26445,0.5474,-0.4526,SCAN_NEUTRAL_EARLY,0,Scanning
09:22:12,25886.55,50,False,0.0,25900,0.68,141,104.65,18183,28613,0.5488,-0.4512,SCAN_NEUTRAL_EARLY,0,Scanning
09:22:19,25885.1,50,False,0.0,25900,0.68,140,104.9,18183,28613,0.5482,-0.4518,SCAN_NEUTRAL_EARLY,0,Scanning
09:22:26,25883.4,50,False,0.0,25900,0.68,141.05,103.7,18183,28613,0.5488,-0.4512,SCAN_NEUTRAL_EARLY,0,Scanning
09:22:33,25885.0,50,False,0.0,25900,0.68,141.25,103.8,18183,28613,0.5488,-0.4512,SCAN_NEUTRAL_EARLY,0,Scanning
09:22:41,25884.65,50,False,0.0,25900,0.68,140.6,104.2,18183,28613,0.552,-0.448,SCAN_NEUTRAL_EARLY,0,Scanning
09:22:48,25886.25,50,False,0.0,25900,0.68,140.6,104,18183,28613,0.5519,-0.4481,SCAN_NEUTRAL_EARLY,0,Scanning
09:22:55,25884.05,50,False,0.0,25900,0.68,141,103.45,18183,28613,0.5519,-0.4481,SCAN_NEUTRAL_EARLY,0,Scanning
09:23:02,25885.85,50,False,0.0,25900,0.68,141.4,102.6,18183,28613,0.5522,-0.4478,SCAN_NEUTRAL_EARLY,0,Scanning
09:23:09,25887.0,50,False,0.0,25900,0.68,141.9,102,18183,28613,0.5522,-0.4478,SCAN_NEUTRAL_EARLY,0,Scanning
09:23:16,25888.95,50,False,0.0,25900,0.68,142,102.35,18183,28613,0.5533,-0.4467,SCAN_NEUTRAL_EARLY,0,Scanning
09:23:25,25890.25,50,False,0.0,25900,0.68,140.5,103.75,18183,28613,0.5555,-0.4445,SCAN_NEUTRAL_EARLY,0,Scanning
09:23:31,25886.5,50,False,0.0,25900,0.68,140.5,103.3,18183,28613,0.5555,-0.4445,SCAN_NEUTRAL_EARLY,0,Scanning
09:23:39,25886.6,50,False,0.0,25900,0.68,140.6,103.6,18183,28613,0.556,-0.444,SCAN_NEUTRAL_EARLY,0,Scanning
09:23:46,25886.0,50,False,0.0,25900,0.68,140.5,103.55,18183,28613,0.5515,-0.4485,SCAN_NEUTRAL_EARLY,0,Scanning
09:23:52,25886.6,50,False,0.0,25900,0.68,140,104,18183,28613,0.5515,-0.4485,SCAN_NEUTRAL_EARLY,0,Scanning
09:23:59,25886.75,50,False,0.0,25900,0.68,140.2,103.8,18183,28613,0.5505,-0.4495,SCAN_NEUTRAL_EARLY,0,Scanning
09:24:06,25886.0,50,False,0.0,25900,0.68,140.05,104.1,18183,28613,0.5493,-0.4507,SCAN_NEUTRAL_EARLY,0,Scanning
09:24:13,25885.0,50,False,0.0,25900,0.68,140.3,104.5,18183,28613,0.5493,-0.4507,SCAN_NEUTRAL_EARLY,0,Scanning
09:24:20,25884.4,50,False,0.0,25900,0.68,139.55,104.7,18183,28613,0.5485,-0.4515,SCAN_NEUTRAL_EARLY,0,Scanning
09:24:27,25883.65,50,False,0.0,25900,0.68,139.6,104.6,18183,28613,0.5493,-0.4507,SCAN_NEUTRAL_EARLY,0,Scanning
09:24:35,25886.25,50,False,0.0,25900,0.68,140.45,103.8,18183,28613,0.5493,-0.4507,SCAN_NEUTRAL_EARLY,0,Scanning
09:24:42,25881.7,50,False,0.0,25900,0.68,139.45,104.1,18183,28613,0.5525,-0.4475,SCAN_NEUTRAL_EARLY,0,Scanning
09:24:50,25884.75,50,False,0.0,25900,0.68,140.15,104.05,18183,28613,0.5479,-0.4521,SCAN_NEUTRAL_EARLY,0,Scanning
09:24:58,25884.8,50,False,0.0,25900,0.68,139.9,103.2,18183,28613,0.5479,-0.4521,SCAN_NEUTRAL_EARLY,0,Scanning
09:25:06,25886.45,50,False,0.0,25900,0.68,140.1,103.55,18183,29882,0.5503,-0.4497,SCAN_NEUTRAL_EARLY,0,Scanning
09:25:14,25886.55,50,False,0.0,25900,0.67,140.1,103.35,20135,29882,0.551,-0.449,SCAN_NEUTRAL_EARLY,0,Scanning
09:25:21,25885.3,50,False,0.0,25900,0.67,140,103.55,20135,29882,0.551,-0.449,SCAN_NEUTRAL_EARLY,0,Scanning
09:25:27,25887.4,50,False,0.0,25900,0.67,140.1,103,20135,29882,0.5495,-0.4505,SCAN_NEUTRAL_EARLY,0,Scanning
09:25:35,25886.75,50,False,0.0,25900,0.67,140.05,103.35,20135,29882,0.5519,-0.4481,SCAN_NEUTRAL_EARLY,0,Scanning
09:25:43,25887.55,50,False,0.0,25900,0.67,140.65,102.7,20135,29882,0.5519,-0.4481,SCAN_NEUTRAL_EARLY,0,Scanning
09:25:49,25889.15,50,False,0.0,25900,0.67,140.85,102.45,20135,29882,0.5525,-0.4475,SCAN_NEUTRAL_EARLY,0,Scanning
09:25:56,25886.95,50,False,0.0,25900,0.67,140.95,102.35,20135,29882,0.5531,-0.4469,SCAN_NEUTRAL_EARLY,0,Scanning
09:26:04,25889.05,50,False,0.0,25900,0.67,141,103,20135,29882,0.5531,-0.4469,SCAN_NEUTRAL_EARLY,0,Scanning
09:26:10,25888.3,50,False,0.0,25900,0.67,140.55,103,20135,29882,0.5519,-0.4481,SCAN_NEUTRAL_EARLY,0,Scanning
09:26:18,25887.9,50,False,0.0,25900,0.67,141,102.55,20135,29882,0.5519,-0.4481,SCAN_NEUTRAL_EARLY,0,Scanning
09:26:25,25888.35,50,False,0.0,25900,0.67,140.9,102.65,20135,29882,0.553,-0.447,SCAN_NEUTRAL_EARLY,0,Scanning
09:26:32,25885.5,50,False,0.0,25900,0.67,140.1,103.25,20135,29882,0.5528,-0.4472,SCAN_NEUTRAL_EARLY,0,Scanning
09:26:40,25882.95,50,False,0.0,25900,0.67,139.15,104.45,20135,29882,0.5528,-0.4472,SCAN_NEUTRAL_EARLY,0,Scanning
09:26:47,25883.2,50,False,0.0,25900,0.67,137.4,105.95,20135,29882,0.5499,-0.4501,SCAN_NEUTRAL_EARLY,0,Scanning
09:26:54,25883.35,50,False,0.0,25900,0.67,138.35,104.95,20135,29882,0.5474,-0.4526,SCAN_NEUTRAL_EARLY,0,Scanning
09:27:01,25883.35,50,False,0.0,25900,0.67,138.15,105.15,20135,29882,0.5474,-0.4526,SCAN_NEUTRAL_EARLY,0,Scanning
09:27:08,25883.0,50,False,0.0,25900,0.67,139.25,104.95,20135,29882,0.5467,-0.4533,SCAN_NEUTRAL_EARLY,0,Scanning
09:27:14,25883.5,50,False,0.0,25900,0.67,139.25,105.25,20135,29882,0.5476,-0.4524,SCAN_NEUTRAL_EARLY,0,Scanning
09:27:21,25881.5,50,False,0.0,25900,0.67,139.3,105,20135,29882,0.5476,-0.4524,SCAN_NEUTRAL_EARLY,0,Scanning
09:27:27,25882.55,50,False,0.0,25900,0.67,139.2,105.25,20135,29882,0.5472,-0.4528,SCAN_NEUTRAL_EARLY,0,Scanning
09:27:35,25883.95,50,False,0.0,25900,0.67,138,106,20135,29882,0.5472,-0.4528,SCAN_NEUTRAL_EARLY,0,Scanning
09:27:42,25881.25,50,False,0.0,25900,0.67,137.8,106.75,20135,29882,0.5441,-0.4559,SCAN_NEUTRAL_EARLY,0,Scanning
09:27:50,25881.75,50,False,0.0,25900,0.67,138.65,106.3,20135,29882,0.5441,-0.4559,SCAN_NEUTRAL_EARLY,0,Scanning
09:27:58,25881.5,50,False,0.0,25900,0.67,138.25,107,20135,29882,0.5432,-0.4568,SCAN_NEUTRAL_EARLY,0,Scanning
09:28:06,25878.55,50,False,0.0,25900,0.67,138.55,106.5,20135,29882,0.5442,-0.4558,SCAN_NEUTRAL_EARLY,0,Scanning
09:28:13,25879.8,50,False,0.0,25900,0.66,138.15,106.45,21610,31650,0.5443,-0.4557,SCAN_NEUTRAL_EARLY,0,Scanning
09:28:19,25880.4,50,False,0.0,25900,0.67,138.15,106.3,21610,31650,0.5443,-0.4557,SCAN_NEUTRAL_EARLY,0,Scanning
09:28:26,25882.3,50,False,0.0,25900,0.67,138.7,106,21610,31650,0.5443,-0.4557,SCAN_NEUTRAL_EARLY,0,Scanning
09:28:32,25882.3,50,False,0.0,25900,0.67,138.8,105.5,21610,31650,0.5443,-0.4557,SCAN_NEUTRAL_EARLY,0,Scanning
09:28:39,25883.6,50,False,0.0,25900,0.67,139.5,104.45,21610,31650,0.5453,-0.4547,SCAN_NEUTRAL_EARLY,0,Scanning
09:28:45,25884.45,50,False,0.0,25900,0.67,140,104.5,21610,31650,0.5469,-0.4531,SCAN_NEUTRAL_EARLY,0,Scanning
